dataset,question,model,distractor_count,distractor_type,prediction,EM,F1,latency_ms,recall@5,recall@10
hotpot,Were Logan Leistikow and Marcel Duchamp both painters ?,gpt41mini,3,paraphrased_contradiction,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
hotpot,Were Logan Leistikow and Marcel Duchamp both painters ?,llama31,3,paraphrased_contradiction,"Based on the provided context, we can confirm that Marcel Duchamp was involved in creating art, but we cannot verify his specific medium of work as a painter. However, we do not have any information on Logan Leistikow.",0,0.0,0,1,1
hotpot,Were Logan Leistikow and Marcel Duchamp both painters ?,gpt41mini,5,topical,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,1,1,1
hotpot,Were Logan Leistikow and Marcel Duchamp both painters ?,llama31,5,topical,"There is no information provided that Logan Leistikow was associated with ""found object"" art or ""ready-made"" art like Marcel Duchamp. However, based on the context provided, we do know that Pablo Picasso was a painter who utilized the idea of ""found object"" art.  Additionally, Marcel Duchamp was also associated with the ready-made art movement but was not typically classified as a painter.",0,0.0317,0,1,1
hotpot,Were Logan Leistikow and Marcel Duchamp both painters ?,gpt41mini,5,hard_negative,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,279,1,1
hotpot,Were Logan Leistikow and Marcel Duchamp both painters ?,llama31,5,hard_negative,"There is no information provided about Logan Leistikow. However, Marcel Duchamp is not described as a painter in the given context, but rather as the creator of ""ready-mades"" and ""Fountain.""",0,0.0645,734,1,1
hotpot,Were Logan Leistikow and Marcel Duchamp both painters ?,gpt41mini,5,paraphrased_contradiction,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
hotpot,Were Logan Leistikow and Marcel Duchamp both painters ?,llama31,5,paraphrased_contradiction,"Based on the provided context, we can confirm that Marcel Duchamp was involved in creating art, but we cannot verify his specific medium of work as a painter. However, we do not have any information on Logan Leistikow.",0,0.0,0,1,1
hotpot,When was the company founded that now publishes Formula D ?,gpt41mini,0,none,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,934,0,0
hotpot,When was the company founded that now publishes Formula D ?,llama31,0,none,"Since the context doesn't mention ""Formula D"", I can only provide information on the context given. However, I can tell you that Future plc publishes more than 50 magazines in various fields, but there is no mention of ""Formula D"" being one of them.

Future US owns Game Informer magazine, which covers video games, including racing games which might feature a magazine that could be related to 'Formula D'.",0,0.0,669,0,0
hotpot,When was the company founded that now publishes Formula D ?,gpt41mini,1,topical,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,1,0,0
hotpot,When was the company founded that now publishes Formula D ?,llama31,1,topical,"Since the context doesn't mention ""Formula D"", I can only provide information on the context given. However, I can tell you that Future plc publishes more than 50 magazines in various fields, but there is no mention of ""Formula D"" being one of them.

Future US owns Game Informer magazine, which covers video games, including racing games which might feature a magazine that could be related to 'Formula D'.",0,0.0,0,0,0
hotpot,When was the company founded that now publishes Formula D ?,gpt41mini,1,hard_negative,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,797,0,0
hotpot,When was the company founded that now publishes Formula D ?,llama31,1,hard_negative,"The context does not directly mention the publication ""Formula D"". However, it does mention that Future plc, the company in question, publishes magazines in various fields, including videos games, technology, films, music, photography, and knowledge. 

Considering this, Future plc may publish Formula 1 magazine as ""Formula D"" could be a possible error or variation of the name ""Formula 1"" but there are other possible Formula magazines such as Formula D (D for Driver) published in Germany.",0,0.0,964,0,0
hotpot,When was the company founded that now publishes Formula D ?,gpt41mini,1,paraphrased_contradiction,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,993,0,0
hotpot,When was the company founded that now publishes Formula D ?,llama31,1,paraphrased_contradiction,"I can't answer that question. The provided context does not mention Formula D or when the company was founded that publishes it. The context mentions Future plc, a British media company founded in 1985, but it does not provide information about Formula D.",0,0.0,1087,0,0
hotpot,When was the company founded that now publishes Formula D ?,gpt41mini,3,topical,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,0,0
hotpot,When was the company founded that now publishes Formula D ?,llama31,3,topical,"Since the context doesn't mention ""Formula D"", I can only provide information on the context given. However, I can tell you that Future plc publishes more than 50 magazines in various fields, but there is no mention of ""Formula D"" being one of them.

Future US owns Game Informer magazine, which covers video games, including racing games which might feature a magazine that could be related to 'Formula D'.",0,0.0,0,0,0
hotpot,When was the company founded that now publishes Formula D ?,gpt41mini,3,hard_negative,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,201,0,0
hotpot,When was the company founded that now publishes Formula D ?,llama31,3,hard_negative,"The provided context does not mention the company that publishes Formula D. It does mention Future plc, which publishes more than 50 magazines in various fields, including video games, technology, and films. However, it doesn't specifically mention Formula D.",0,0.0,402,0,0
hotpot,When was the company founded that now publishes Formula D ?,gpt41mini,3,paraphrased_contradiction,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,0,0
hotpot,When was the company founded that now publishes Formula D ?,llama31,3,paraphrased_contradiction,"I can't answer that question. The provided context does not mention Formula D or when the company was founded that publishes it. The context mentions Future plc, a British media company founded in 1985, but it does not provide information about Formula D.",0,0.0,0,0,0
hotpot,When was the company founded that now publishes Formula D ?,gpt41mini,5,topical,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,0,0
hotpot,When was the company founded that now publishes Formula D ?,llama31,5,topical,"Since the context doesn't mention ""Formula D"", I can only provide information on the context given. However, I can tell you that Future plc publishes more than 50 magazines in various fields, but there is no mention of ""Formula D"" being one of them.

Future US owns Game Informer magazine, which covers video games, including racing games which might feature a magazine that could be related to 'Formula D'.",0,0.0,0,0,0
